,year,region,geography,males,females,total
1507,1999,south,Delaware,6371.0,612.0,6983.0
1508,1999,south,District of Columbia,9962.0,343.0,10305.0
1509,1999,south,Florida,110579.0,10097.0,120676.0
1510,1999,south,Georgia,68942.0,5984.0,74926.0
1511,1999,south,Kentucky,23551.0,2139.0,25690.0
1512,1999,south,Louisiana,54735.0,4962.0,59697.0
1513,1999,south,Maryland,31711.0,2329.0,34040.0
1514,1999,south,Mississippi,25043.0,2090.0,27133.0
1515,1999,south,North Carolina,41298.0,3104.0,44402.0
1516,1999,south,Oklahoma,25882.0,3254.0,29136.0
1517,1999,south,South Carolina,28535.0,2253.0,30788.0
1518,1999,south,Tennessee,38112.0,4019.0,42131.0
1519,1999,south,Texas,201745.0,19375.0,221120.0
1520,1999,south,Virginia,43779.0,4245.0,48024.0
1521,1999,south,West Virginia,5502.0,523.0,6025.0
1522,1999,west,Alaska,3726.0,291.0,4017.0
1523,1999,west,Arizona,33149.0,3157.0,36306.0
1524,1999,west,California,219140.0,21069.0,240209.0
1525,1999,west,Colorado,22485.0,2189.0,24674.0
1526,1999,west,Hawaii,4350.0,553.0,4903.0
1527,1999,west,Idaho,6912.0,739.0,7651.0
1528,1999,west,Montana,4073.0,399.0,4472.0
1529,1999,west,Nevada,13013.0,1379.0,14392.0
1530,1999,west,New Mexico,9318.0,1023.0,10341.0
1531,1999,west,Oregon,14725.0,1418.0,16143.0
1532,1999,west,Utah,8483.0,863.0,9346.0
1533,1999,west,Washington,22685.0,2447.0,25132.0
1534,1999,west,Wyoming,2461.0,257.0,2718.0
1535,2000,aggregate,Federal,135171.0,10245.0,145416.0
1536,2000,aggregate,Midwest,222780.0,14598.0,237378.0
1537,2000,aggregate,Northeast,165744.0,9082.0,174826.0
1538,2000,aggregate,South,521562.0,39652.0,561214.0
1539,2000,aggregate,State Total,1162856.0,82989.0,1245845.0
1540,2000,aggregate,U.S. Total,1806261.0,169758.0,1976019.0
1541,2000,aggregate,West,252770.0,19657.0,272427.0
1542,2000,midwest,Illinois,62488.0,5332.0,67820.0
1543,2000,midwest,Indiana,32039.0,2637.0,34676.0
1544,2000,midwest,Iowa,10813.0,958.0,11771.0
1545,2000,midwest,Kansas,15432.0,1271.0,16703.0
1546,2000,midwest,Michigan,61378.0,3952.0,65330.0
1547,2000,midwest,Minnesota,15985.0,1014.0,16999.0
1548,2000,midwest,Missouri,32266.0,2940.0,35206.0
1549,2000,midwest,Nebraska,5536.0,524.0,6060.0
1550,2000,midwest,North Dakota,1387.0,131.0,1518.0
1551,2000,midwest,Ohio,63736.0,5137.0,68873.0
1552,2000,midwest,South Dakota,4103.0,376.0,4479.0
1553,2000,midwest,Wisconsin,28100.0,2968.0,31068.0
1554,2000,northeast,Connecticut,17336.0,2687.0,20023.0
1555,2000,northeast,Maine,2712.0,152.0,2864.0
1556,2000,northeast,Massachusetts,22145.0,1368.0,23513.0
1557,2000,northeast,New Hampshire,3235.0,233.0,3468.0
1558,2000,northeast,New Jersey,44831.0,3110.0,47941.0
1559,2000,northeast,New York,100893.0,7195.0,108088.0
1560,2000,northeast,Pennsylvania,71539.0,5014.0,76553.0
1561,2000,northeast,Rhode Island,3382.0,238.0,3576.0
1562,2000,northeast,Vermont,1617.0,80.0,1697.0
1563,2000,south,Alabama,30796.0,2746.0,33542.0
1564,2000,south,Arkansas,18703.0,1862.0,20565.0
1565,2000,south,Delaware,6324.0,597.0,6921.0
1566,2000,south,District of Columbia,7100.0,356.0,7456.0
1567,2000,south,Florida,125627.0,13521.0,139148.0
1568,2000,south,Georgia,74644.0,7129.0,81773.0
1569,2000,south,Kentucky,26006.0,2382.0,28388.0
1570,2000,south,Louisiana,46114.0,3740.0,49854.0
1571,2000,south,Maryland,33455.0,2243.0,35698.0
1572,2000,south,Mississippi,23861.0,1917.0,25778.0
1573,2000,south,North Carolina,43429.0,3185.0,46614.0
1574,2000,south,Oklahoma,30344.0,3575.0,33919.0
1575,2000,south,South Carolina,32485.0,2424.0,34909.0
1576,2000,south,Tennessee,35407.0,3074.0,38481.0
1577,2000,south,Texas,220573.0,23790.0,244363.0
1578,2000,south,Virginia,57890.0,6146.0,64036.0
1579,2000,south,West Virginia,8618.0,1887.0,10505.0
1580,2000,west,Alaska,3889.0,322.0,4173.0
1581,2000,west,Arizona,40177.0,5606.0,45783.0
1582,2000,west,California,224919.0,23597.0,248516.0
1583,2000,west,Colorado,27900.0,2236.0,30136.0
1584,2000,west,Hawaii,4492.0,561.0,5053.0
1585,2000,west,Idaho,6632.0,769.0,7401.0
1586,2000,west,Montana,3704.0,420.0,4124.0
1587,2000,west,Nevada,14363.0,1577.0,15940.0
1588,2000,west,New Mexico,9790.0,1150.0,10940.0
1589,2000,west,Oregon,18010.0,1513.0,19523.0
1590,2000,west,Utah,8902.0,1019.0,9921.0
1591,2000,west,Washington,25874.0,2997.0,28871.0
1592,2000,west,Wyoming,3723.0,453.0,4176.0
1593,2001,aggregate,Federal,146020.0,10973.0,156993.0
1594,2001,aggregate,Midwest,225807.0,14872.0,240679.0
1595,2001,aggregate,Northeast,163491.0,9108.0,172599.0
1596,2001,aggregate,South,521217.0,39135.0,560352.0
1597,2001,aggregate,State Total,1165033.0,82006.0,1247039.0
1598,2001,aggregate,U.S. Total,1311053.0,92979.0,1404032.0
1599,2001,aggregate,West,254518.0,18891.0,273409.0
1600,2001,midwest,Illinois,41601.0,2747.0,44348.0
1601,2001,midwest,Indiana,19424.0,1542.0,20966.0
1602,2001,midwest,Iowa,7327.0,635.0,7962.0
1603,2001,midwest,Kansas,8080.0,497.0,8577.0
1604,2001,midwest,Michigan,46700.0,2149.0,48849.0
1605,2001,midwest,Minnesota,6223.0,383.0,6606.0
1606,2001,midwest,Missouri,26633.0,2124.0,28757.0
1607,2001,midwest,Nebraska,3595.0,342.0,3937.0
1608,2001,midwest,North Dakota,1010.0,101.0,1111.0
1609,2001,midwest,Ohio,42452.0,2829.0,45281.0
1610,2001,midwest,South Dakota,2570.0,220.0,2790.0
1611,2001,midwest,Wisconsin,20192.0,1303.0,21495.0
1612,2001,northeast,Connecticut,17749.0,1447.0,19196.0
1613,2001,northeast,Maine,1645.0,59.0,1704.0
1614,2001,northeast,Massachusetts,9875.0,713.0,10588.0
1615,2001,northeast,New Hampshire,2263.0,129.0,2392.0
1616,2001,northeast,New Jersey,26514.0,1628.0,28142.0
1617,2001,northeast,New York,64400.0,3133.0,67533.0
1618,2001,northeast,Pennsylvania,36351.0,1711.0,38062.0
1619,2001,northeast,Rhode Island,3048.0,193.0,3241.0
1620,2001,northeast,Vermont,1646.0,95.0,1741.0
1621,2001,south,Alabama,24958.0,1783.0,26741.0
1622,2001,south,Arkansas,11743.0,851.0,12594.0
1623,2001,south,Delaware,6412.0,591.0,7003.0
1624,2001,south,District of Columbia,,,
1625,2001,south,Florida,68122.0,4282.0,72404.0
1626,2001,south,Georgia,43103.0,2834.0,45937.0
1627,2001,south,Kentucky,14286.0,1138.0,15424.0
1628,2001,south,Louisiana,33448.0,2362.0,35810.0
1629,2001,south,Maryland,22545.0,1207.0,23752.0
1630,2001,south,Mississippi,19637.0,1823.0,21460.0
1631,2001,south,North Carolina,30211.0,2042.0,32253.0
1632,2001,south,Oklahoma,20490.0,2290.0,22780.0
1633,2001,south,South Carolina,21067.0,1509.0,22576.0
1634,2001,south,Tennessee,22203.0,1468.0,23671.0
1635,2001,south,Texas,149701.0,12369.0,162070.0
1636,2001,south,Virginia,29422.0,2240.0,31662.0
1637,2001,south,West Virginia,3869.0,346.0,4215.0
1638,2001,west,Alaska,4212.0,359.0,4571.0
1639,2001,west,Arizona,25542.0,2168.0,27710.0
1640,2001,west,California,149523.0,9921.0,159444.0
1641,2001,west,Colorado,16073.0,1375.0,17448.0
1642,2001,west,Hawaii,4815.0,616.0,5431.0
1643,2001,west,Idaho,5443.0,541.0,5984.0
1644,2001,west,Montana,2965.0,363.0,3328.0
1645,2001,west,Nevada,9392.0,841.0,10233.0
1646,2001,west,New Mexico,5151.0,517.0,5668.0
1647,2001,west,Oregon,10749.0,661.0,11410.0
1648,2001,west,Utah,5024.0,315.0,5339.0
1649,2001,west,Washington,14080.0,1079.0,15159.0
1650,2001,west,Wyoming,1549.0,135.0,1684.0
1651,2002,aggregate,Federal,152294.0,11234.0,163528.0
1652,2002,aggregate,Midwest,229997.0,15306.0,245303.0
1653,2002,aggregate,Northeast,166526.0,9381.0,175907.0
1654,2002,aggregate,South,533247.0,41801.0,575048.0
1655,2002,aggregate,State Total,1190219.0,86397.0,1276616.0
1656,2002,aggregate,U.S. Total,1342513.0,97631.0,1440144.0
1657,2002,aggregate,West,260449.0,19909.0,280358.0
1658,2002,midwest,Illinois,40173.0,2520.0,42693.0
1659,2002,midwest,Indiana,20028.0,1583.0,21611.0
1660,2002,midwest,Iowa,7695.0,703.0,8398.0
1661,2002,midwest,Kansas,8398.0,537.0,8935.0
1662,2002,midwest,Michigan,48324.0,2267.0,50591.0
1663,2002,midwest,Minnesota,6674.0,455.0,7129.0
1664,2002,midwest,Missouri,27825.0,2274.0,30099.0
1665,2002,midwest,Nebraska,3706.0,352.0,4058.0
1666,2002,midwest,North Dakota,1009.0,103.0,1112.0
1667,2002,midwest,Ohio,42717.0,2929.0,45646.0
1668,2002,midwest,South Dakota,2691.0,227.0,2918.0
1669,2002,midwest,Wisconsin,20757.0,1356.0,22113.0
1670,2002,northeast,Connecticut,19026.0,1694.0,20720.0
1671,2002,northeast,Maine,1810.0,90.0,1900.0
1672,2002,northeast,Massachusetts,9625.0,704.0,10329.0
1673,2002,northeast,New Hampshire,2307.0,144.0,2451.0
1674,2002,northeast,New Jersey,26305.0,1586.0,27891.0
1675,2002,northeast,New York,64069.0,2996.0,67065.0
1676,2002,northeast,Pennsylvania,38347.0,1821.0,40168.0
1677,2002,northeast,Rhode Island,3306.0,214.0,3520.0
1678,2002,northeast,Vermont,1731.0,132.0,1863.0
1679,2002,south,Alabama,26250.0,1697.0,27947.0
1680,2002,south,Arkansas,12237.0,854.0,13091.0
1681,2002,south,Delaware,6236.0,542.0,6778.0
1682,2002,south,District of Columbia,,,
1683,2002,south,Florida,70615.0,4595.0,75210.0
1684,2002,south,Georgia,44316.0,3129.0,47445.0
1685,2002,south,Kentucky,14551.0,1269.0,15820.0
1686,2002,south,Louisiana,33634.0,2398.0,36032.0
1687,2002,south,Maryland,22898.0,1264.0,24162.0
1688,2002,south,Mississippi,20623.0,2082.0,22705.0
1689,2002,south,North Carolina,30659.0,2173.0,32832.0
1690,2002,south,Oklahoma,20464.0,2338.0,22802.0
1691,2002,south,South Carolina,22044.0,1671.0,23715.0
1692,2002,south,Tennessee,23254.0,1735.0,24989.0
1693,2002,south,Texas,148952.0,13051.0,162003.0
1694,2002,south,Virginia,32332.0,2641.0,34973.0
1695,2002,south,West Virginia,4182.0,362.0,4544.0
1696,2002,west,Alaska,4049.0,349.0,4398.0
1697,2002,west,Arizona,26931.0,2428.0,29359.0
1698,2002,west,California,151374.0,9987.0,161361.0
1699,2002,west,Colorado,17267.0,1566.0,18833.0
1700,2002,west,Hawaii,4754.0,669.0,5423.0
1701,2002,west,Idaho,5154.0,592.0,5746.0
1702,2002,west,Montana,2978.0,345.0,3323.0
1703,2002,west,Nevada,9627.0,851.0,10478.0
1704,2002,west,New Mexico,5473.0,518.0,5991.0
1705,2002,west,Oregon,11273.0,812.0,12085.0
1706,2002,west,Utah,5191.0,371.0,5562.0
1707,2002,west,Washington,14808.0,1254.0,16062.0
1708,2002,west,Wyoming,1570.0,167.0,1737.0
1709,2003,aggregate,Federal,161424.0,11635.0,173059.0
1710,2003,aggregate,Midwest,231696.0,15682.0,247378.0
1711,2003,aggregate,Northeast,164222.0,9108.0,173330.0
1712,2003,aggregate,South,543473.0,43057.0,586530.0
1713,2003,aggregate,State Total,1206331.0,89211.0,1295542.0
1714,2003,aggregate,U.S. Total,1367755.0,100846.0,1468601.0
1715,2003,aggregate,West,266940.0,21364.0,288304.0
1716,2003,midwest,Illinois,40718.0,2700.0,43418.0
1717,2003,midwest,Indiana,21311.0,1758.0,23069.0
1718,2003,midwest,Iowa,7830.0,716.0,8546.0
1719,2003,midwest,Kansas,8503.0,629.0,9132.0
1720,2003,midwest,Michigan,47160.0,2198.0,49358.0
1721,2003,midwest,Minnesota,7430.0,435.0,7865.0
1722,2003,midwest,Missouri,28064.0,2239.0,30303.0
1723,2003,midwest,Nebraska,3717.0,323.0,4040.0
1724,2003,midwest,North Dakota,1126.0,113.0,1239.0
1725,2003,midwest,Ohio,41881.0,2897.0,44778.0
1726,2003,midwest,South Dakota,2757.0,269.0,3026.0
1727,2003,midwest,Wisconsin,21199.0,1405.0,22604.0
1728,2003,northeast,Connecticut,18298.0,1548.0,19846.0
1729,2003,northeast,Maine,1889.0,124.0,2013.0
1730,2003,northeast,Massachusetts,9524.0,708.0,10232.0
1731,2003,northeast,New Hampshire,2317.0,117.0,2434.0
1732,2003,northeast,New Jersey,25729.0,1517.0,27246.0
1733,2003,northeast,New York,62284.0,2914.0,65198.0
1734,2003,northeast,Pennsylvania,39067.0,1823.0,40890.0
1735,2003,northeast,Rhode Island,3305.0,222.0,3527.0
1736,2003,northeast,Vermont,1809.0,135.0,1944.0
1737,2003,south,Alabama,25910.0,2003.0,27913.0
1738,2003,south,Arkansas,12449.0,866.0,13315.0
1739,2003,south,Delaware,6286.0,508.0,6794.0
1740,2003,south,District of Columbia,,,
1741,2003,south,Florida,76847.0,5165.0,82012.0
1742,2003,south,Georgia,44063.0,3145.0,47208.0
1743,2003,south,Kentucky,15211.0,1411.0,16622.0
1744,2003,south,Louisiana,33642.0,2405.0,36047.0
1745,2003,south,Maryland,22543.0,1248.0,23791.0
1746,2003,south,Mississippi,18834.0,1755.0,20589.0
1747,2003,south,North Carolina,31304.0,2256.0,33560.0
1748,2003,south,Oklahoma,20501.0,2320.0,22821.0
1749,2003,south,South Carolina,22143.0,1576.0,23719.0
1750,2003,south,Tennessee,23577.0,1826.0,25403.0
1751,2003,south,Texas,153424.0,13487.0,166911.0
1752,2003,south,Virginia,32386.0,2681.0,35067.0
1753,2003,south,West Virginia,4353.0,405.0,4758.0
1754,2003,west,Alaska,4135.0,392.0,4527.0
1755,2003,west,Arizona,28514.0,2656.0,31170.0
1756,2003,west,California,153831.0,10656.0,164487.0
1757,2003,west,Colorado,17935.0,1736.0,19671.0
1758,2003,west,Hawaii,5143.0,685.0,5828.0
1759,2003,west,Idaho,5146.0,591.0,5737.0
1760,2003,west,Montana,3201.0,419.0,3620.0
1761,2003,west,Nevada,9663.0,880.0,10543.0
1762,2003,west,New Mexico,5647.0,576.0,6223.0
1763,2003,west,Oregon,11832.0,883.0,12715.0
1764,2003,west,Utah,5336.0,427.0,5763.0
1765,2003,west,Washington,14860.0,1288.0,16148.0
1766,2003,west,Wyoming,1697.0,175.0,1872.0
1767,2004,aggregate,Federal,168164.0,12164.0,180328.0
1768,2004,aggregate,Midwest,234054.0,16545.0,250599.0
1769,2004,aggregate,Northeast,162072.0,8910.0,170982.0
1770,2004,aggregate,South,554414.0,44666.0,599080.0
1771,2004,aggregate,State Total,1223617.0,92684.0,1316301.0
1772,2004,aggregate,U.S. Total,1391781.0,104848.0,1496629.0
1773,2004,aggregate,West,273077.0,22563.0,295640.0
1774,2004,midwest,Illinois,41304.0,2750.0,44054.0
1775,2004,midwest,Indiana,22116.0,1892.0,24008.0
1776,2004,midwest,Iowa,7768.0,757.0,8525.0
1777,2004,midwest,Kansas,8346.0,620.0,8966.0
1778,2004,midwest,Michigan,46770.0,2113.0,48883.0
1779,2004,midwest,Minnesota,8214.0,544.0,8758.0
1780,2004,midwest,Missouri,28574.0,2507.0,31081.0
1781,2004,midwest,Nebraska,3761.0,369.0,4130.0
1782,2004,midwest,North Dakota,1198.0,129.0,1327.0
1783,2004,midwest,Ohio,41621.0,3185.0,44806.0
1784,2004,midwest,South Dakota,2803.0,292.0,3095.0
1785,2004,midwest,Wisconsin,21579.0,1387.0,22966.0
1786,2004,northeast,Connecticut,18009.0,1488.0,19497.0
1787,2004,northeast,Maine,1899.0,125.0,2024.0
1788,2004,northeast,Massachusetts,9403.0,741.0,10144.0
1789,2004,northeast,New Hampshire,2329.0,119.0,2448.0
1790,2004,northeast,New Jersey,25287.0,1470.0,26757.0
1791,2004,northeast,New York,60962.0,2789.0,63751.0
1792,2004,northeast,Pennsylvania,39136.0,1827.0,40963.0
1793,2004,northeast,Rhode Island,3222.0,208.0,3430.0
1794,2004,northeast,Vermont,1825.0,143.0,1968.0
1795,2004,south,Alabama,24139.0,1748.0,25887.0
1796,2004,south,Arkansas,12845.0,962.0,13807.0
1797,2004,south,Delaware,6370.0,557.0,6927.0
1798,2004,south,District of Columbia,,,
1799,2004,south,Florida,79873.0,5660.0,85533.0
1800,2004,south,Georgia,47668.0,3436.0,51104.0
1801,2004,south,Kentucky,16254.0,1560.0,17814.0
1802,2004,south,Louisiana,34553.0,2386.0,36939.0
1803,2004,south,Maryland,22105.0,1180.0,23285.0
1804,2004,south,Mississippi,19187.0,1796.0,20983.0
1805,2004,south,North Carolina,33004.0,2430.0,35434.0
1806,2004,south,Oklahoma,20958.0,2361.0,23319.0
1807,2004,south,South Carolina,21866.0,1562.0,23428.0
1808,2004,south,Tennessee,23979.0,1905.0,25884.0
1809,2004,south,Texas,154147.0,13958.0,168105.0
1810,2004,south,Virginia,32858.0,2706.0,35564.0
1811,2004,south,West Virginia,4608.0,459.0,5067.0
1812,2004,west,Alaska,4157.0,397.0,4554.0
1813,2004,west,Arizona,29750.0,2765.0,32515.0
1814,2004,west,California,155368.0,11188.0,166556.0
1815,2004,west,Colorado,18393.0,1900.0,20293.0
1816,2004,west,Hawaii,5261.0,699.0,5960.0
1817,2004,west,Idaho,5728.0,647.0,6375.0
1818,2004,west,Montana,3404.0,473.0,3877.0
1819,2004,west,Nevada,10487.0,878.0,11365.0
1820,2004,west,New Mexico,5798.0,581.0,6379.0
1821,2004,west,Oregon,12198.0,985.0,13183.0
1822,2004,west,Utah,5479.0,510.0,5989.0
1823,2004,west,Washington,15284.0,1330.0,16614.0
1824,2004,west,Wyoming,1770.0,210.0,1980.0
1825,2005,aggregate,Federal,175196.0,12422.0,187618.0
1826,2005,aggregate,Midwest,345405.0,32685.0,378090.0
1827,2005,aggregate,Northeast,251604.0,18809.0,270413.0
1828,2005,aggregate,South,882091.0,92138.0,974229.0
1829,2005,aggregate,State Total,1898065.0,189775.0,2087840.0
1830,2005,aggregate,U.S. Total,2073261.0,202197.0,2275458.0
1831,2005,aggregate,West,418965.0,46143.0,465108.0
1832,2005,midwest,Illinois,59972.0,5013.0,64985.0
1833,2005,midwest,Indiana,37949.0,4073.0,42022.0
1834,2005,midwest,Iowa,11083.0,1291.0,12374.0
1835,2005,midwest,Kansas,14343.0,1629.0,15972.0
1836,2005,midwest,Michigan,63295.0,4369.0,67664.0
1837,2005,midwest,Minnesota,14844.0,1460.0,16304.0
1838,2005,midwest,Missouri,37391.0,3893.0,41284.0
1839,2005,midwest,Nebraska,4847.0,552.0,5399.0
1840,2005,midwest,North Dakota,3926.0,557.0,4483.0
1841,2005,midwest,Ohio,59545.0,6162.0,65707.0
1842,2005,midwest,South Dakota,4275.0,620.0,4895.0
1843,2005,midwest,Wisconsin,33935.0,3066.0,37001.0
1844,2005,northeast,Connecticut,17953.0,1489.0,19442.0
1845,2005,northeast,Maine,3271.0,297.0,3568.0
1846,2005,northeast,Massachusetts,21864.0,1456.0,23320.0
1847,2005,northeast,New Hampshire,3903.0,355.0,4258.0
1848,2005,northeast,New Jersey,41759.0,3221.0,44980.0
1849,2005,northeast,New York,86681.0,5597.0,92278.0
1850,2005,northeast,Pennsylvania,70824.0,6011.0,76835.0
1851,2005,northeast,Rhode Island,3423.0,231.0,3654.0
1852,2005,northeast,Vermont,1926.0,152.0,2078.0
1853,2005,south,Alabama,39016.0,4015.0,43031.0
1854,2005,south,Arkansas,17358.0,2308.0,19666.0
1855,2005,south,Delaware,6408.0,558.0,6966.0
1856,2005,south,District of Columbia,3130.0,422.0,3552.0
1857,2005,south,Florida,138821.0,14567.0,153388.0
1858,2005,south,Georgia,85063.0,8651.0,93714.0
1859,2005,south,Kentucky,31794.0,4629.0,36423.0
1860,2005,south,Louisiana,62159.0,5791.0,67950.0
1861,2005,south,Maryland,32630.0,2493.0,35123.0
1862,2005,south,Mississippi,29210.0,2727.0,31937.0
1863,2005,south,North Carolina,48939.0,4597.0,53536.0
1864,2005,south,Oklahoma,32368.0,3893.0,36261.0
1865,2005,south,South Carolina,32488.0,2898.0,35386.0
1866,2005,south,Tennessee,45106.0,5496.0,50602.0
1867,2005,south,Texas,213186.0,22351.0,235537.0
1868,2005,south,Virginia,55891.0,5877.0,61768.0
1869,2005,south,West Virginia,8524.0,865.0,9389.0
1870,2005,west,Alaska,4402.0,475.0,4877.0
1871,2005,west,Arizona,43853.0,5191.0,49044.0
1872,2005,west,California,230402.0,22412.0,252814.0
1873,2005,west,Colorado,31055.0,4039.0,35094.0
1874,2005,west,Hawaii,5414.0,732.0,6146.0
1875,2005,west,Idaho,9005.0,1600.0,10605.0
1876,2005,west,Montana,5131.0,666.0,5797.0
1877,2005,west,Nevada,16784.0,2108.0,18892.0
1878,2005,west,New Mexico,13441.0,1644.0,15085.0
1879,2005,west,Oregon,18056.0,1904.0,19960.0
1880,2005,west,Utah,11389.0,1732.0,13121.0
1881,2005,west,Washington,26889.0,3186.0,30075.0
1882,2005,west,Wyoming,3144.0,454.0,3598.0
1883,2006,aggregate,Federal,180071.0,12975.0,193046.0
1884,2006,aggregate,Midwest,243743.0,17670.0,261413.0
1885,2006,aggregate,Northeast,168087.0,9730.0,177817.0
1886,2006,aggregate,South,575711.0,47086.0,622797.0
1887,2006,aggregate,State Total,1277415.0,99484.0,1376899.0
1888,2006,aggregate,U.S. Total,1457486.0,112459.0,1569945.0
1889,2006,aggregate,West,289874.0,24998.0,314872.0
1890,2006,midwest,Illinois,,,
1891,2006,midwest,Indiana,23924.0,2167.0,26091.0
1892,2006,midwest,Iowa,8049.0,789.0,8838.0
1893,2006,midwest,Kansas,8178.0,638.0,8816.0
1894,2006,midwest,Michigan,49407.0,2170.0,51577.0
1895,2006,midwest,Minnesota,8546.0,562.0,9108.0
1896,2006,midwest,Missouri,27588.0,2579.0,30167.0
1897,2006,midwest,Nebraska,3994.0,413.0,4407.0
1898,2006,midwest,North Dakota,1206.0,157.0,1363.0
1899,2006,midwest,Ohio,45465.0,3701.0,49166.0
1900,2006,midwest,South Dakota,3009.0,350.0,3359.0
1901,2006,midwest,Wisconsin,21991.0,1424.0,23415.0
1902,2006,northeast,Connecticut,18972.0,1594.0,20566.0
1903,2006,northeast,Maine,1975.0,145.0,2120.0
1904,2006,northeast,Massachusetts,10186.0,846.0,11032.0
1905,2006,northeast,New Hampshire,2633.0,172.0,2805.0
1906,2006,northeast,New Jersey,25943.0,1428.0,27371.0
1907,2006,northeast,New York,60456.0,2859.0,63315.0
1908,2006,northeast,Pennsylvania,42148.0,2249.0,44397.0
1909,2006,northeast,Rhode Island,3716.0,280.0,3996.0
1910,2006,northeast,Vermont,2058.0,157.0,2215.0
1911,2006,south,Alabama,26191.0,2050.0,28241.0
1912,2006,south,Arkansas,12687.0,1042.0,13729.0
1913,2006,south,Delaware,6615.0,571.0,7186.0
1914,2006,south,District of Columbia,,,
1915,2006,south,Florida,86480.0,6489.0,92969.0
1916,2006,south,Georgia,49235.0,3557.0,52792.0
1917,2006,south,Kentucky,17942.0,2058.0,20000.0
1918,2006,south,Louisiana,34623.0,2389.0,37012.0
1919,2006,south,Maryland,21864.0,1081.0,22945.0
1920,2006,south,Mississippi,19279.0,1789.0,21068.0
1921,2006,south,North Carolina,34774.0,2686.0,37460.0
1922,2006,south,Oklahoma,22950.0,2547.0,25497.0
1923,2006,south,South Carolina,22013.0,1603.0,23616.0
1924,2006,south,Tennessee,23787.0,1958.0,25745.0
1925,2006,south,Texas,158317.0,13799.0,172116.0
1926,2006,south,Virginia,33795.0,2893.0,36688.0
1927,2006,south,West Virginia,5159.0,574.0,5733.0
1928,2006,west,Alaska,4551.0,518.0,5069.0
1929,2006,west,Arizona,32650.0,3151.0,35801.0
1930,2006,west,California,163535.0,11977.0,175512.0
1931,2006,west,Colorado,20179.0,2302.0,22481.0
1932,2006,west,Hawaii,5233.0,734.0,5967.0
1933,2006,west,Idaho,6347.0,777.0,7124.0
1934,2006,west,Montana,3209.0,354.0,3563.0
1935,2006,west,Nevada,11765.0,1136.0,12901.0
1936,2006,west,New Mexico,5972.0,667.0,6639.0
1937,2006,west,Oregon,12687.0,1020.0,13707.0
1938,2006,west,Utah,5810.0,623.0,6433.0
1939,2006,west,Washington,16065.0,1496.0,17561.0
1940,2006,west,Wyoming,1871.0,243.0,2114.0
1941,2007,aggregate,Federal,186280.0,13338.0,199618.0
1942,2007,aggregate,Midwest,245110.0,17929.0,263039.0
1943,2007,aggregate,Northeast,169336.0,9694.0,179030.0
1944,2007,aggregate,South,591075.0,48503.0,639578.0
1945,2007,aggregate,State Total,1297460.0,101167.0,1398627.0
1946,2007,aggregate,U.S. Total,1483740.0,114505.0,1598245.0
1947,2007,aggregate,West,291939.0,25041.0,316980.0
1948,2007,midwest,Illinois,42391.0,2824.0,45215.0
1949,2007,midwest,Indiana,24837.0,2295.0,27132.0
1950,2007,midwest,Iowa,8015.0,717.0,8732.0
1951,2007,midwest,Kansas,8071.0,625.0,8696.0
1952,2007,midwest,Michigan,48153.0,2080.0,50233.0
1953,2007,midwest,Minnesota,8866.0,602.0,9468.0
1954,2007,midwest,Missouri,27335.0,2522.0,29857.0
1955,2007,midwest,Nebraska,4106.0,399.0,4505.0
1956,2007,midwest,North Dakota,1269.0,147.0,1416.0
1957,2007,midwest,Ohio,46909.0,3822.0,50731.0
1958,2007,midwest,South Dakota,2942.0,369.0,3311.0
1959,2007,midwest,Wisconsin,22216.0,1527.0,23743.0
1960,2007,northeast,Connecticut,19428.0,1496.0,20924.0
1961,2007,northeast,Maine,2009.0,139.0,2148.0
1962,2007,northeast,Massachusetts,10646.0,790.0,11436.0
1963,2007,northeast,New Hampshire,2741.0,202.0,2943.0
1964,2007,northeast,New Jersey,25417.0,1410.0,26827.0
1965,2007,northeast,New York,59866.0,2754.0,62620.0
1966,2007,northeast,Pennsylvania,43506.0,2463.0,45969.0
1967,2007,northeast,Rhode Island,3736.0,282.0,4018.0
1968,2007,northeast,Vermont,1987.0,158.0,2145.0
1969,2007,south,Alabama,27254.0,2158.0,29412.0
1970,2007,south,Arkansas,13248.0,1066.0,14314.0
1971,2007,south,Delaware,6699.0,577.0,7276.0
1972,2007,south,District of Columbia,,,
1973,2007,south,Florida,91365.0,6854.0,98219.0
1974,2007,south,Georgia,50711.0,3545.0,54256.0
1975,2007,south,Kentucky,20016.0,2441.0,22457.0
1976,2007,south,Louisiana,35082.0,2458.0,37540.0
1977,2007,south,Maryland,22249.0,1184.0,23433.0
1978,2007,south,Mississippi,20469.0,1962.0,22431.0
1979,2007,south,North Carolina,35344.0,2626.0,37970.0
1980,2007,south,Oklahoma,23242.0,2607.0,25849.0
1981,2007,south,South Carolina,22635.0,1604.0,24239.0
1982,2007,south,Tennessee,24344.0,1923.0,26267.0
1983,2007,south,Texas,157859.0,13931.0,171790.0
1984,2007,south,Virginia,35136.0,2933.0,38069.0
1985,2007,south,West Virginia,5422.0,634.0,6056.0
1986,2007,west,Alaska,4603.0,564.0,5167.0
1987,2007,west,Arizona,34286.0,3460.0,37746.0
1988,2007,west,California,162654.0,11628.0,174282.0
1989,2007,west,Colorado,20506.0,2335.0,22841.0
1990,2007,west,Hawaii,5232.0,746.0,5978.0
